"Name","year","month","TEMP","TP","TN","SI","CHLcal","openwater","Devl","Decid","MixedEvergreen","PastureHay","CultCrops","Wetlands","Basin_Size_km2"
"Chippewa",2000,2,-0.1,0.047,1.942,5.482,4.78848,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2000,2,3.8,0.167,2.055,0.305,44.73664,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2000,2,4.4,1.394,6.978,4.627,5.36864,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2000,2,0.2,0.127,6.261,4.992,2.4264,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2000,2,0,0.273,4.299,6.615,2.05344,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2000,2,0.15,0.0795,4.2195,4.6145,11.99904,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2001,2,0.1,0.224,5.425,4.296,NA,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2001,2,0.2,0.09,1.63,6.206,NA,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2001,2,-0.1,0.194,4.824,8.278,4.18298,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2001,2,-0.1,0.057,1.625,6.997,NA,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2001,2,1.1,0.188,3.587,4.384,3.1931,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2001,2,3,0.67,5.206,4.298,5.83278,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2001,2,0.15,0.2085,6.9,5.867,3.481815,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2001,2,0,0.216,4.47,7.134,2.94563,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2001,2,0.1,0.1555,6.4195,5.17,2.78065,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2002,2,0.4,0.084,4.905,2.169,NA,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2002,2,0.6,0.112,1.788,6.646,2.25454,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2002,2,-0.2,0.121,5.173,4.989,7.522,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2002,2,-0.1,0.06,1.858,6.146,1.7965,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2002,2,2.8,0.237,3.261,4.743,2.40722,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2002,2,2.7,0.355,2.115,3.593,5.9952,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2002,2,2.35,0.0945,7.5055,4.9755,2.5599,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2002,2,0.5,0.151,4.153,4.785,2.9416,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2002,2,1.65,0.06,5.1355,3.5505,5.72801,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",1998,3,3.65,0.114,6.3955,3.2375,4.19225,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"Maquotketa",1998,3,3.25,0.217,11.057,4.764,3.9741,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Wapsipinicon",1998,3,5.65,0.1555,11.3595,4.433,5.37026,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",1999,3,4,0.06,4.58,1.887,4.47524,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",1999,3,1.9,0.156,1.8295,4.7685,5.85068,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",1999,3,3.7,0.382333333,5.254,5.088333333,31.90068,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",1999,3,4.766666667,0.065,1.617333333,5.352,8.448733333,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",1999,3,6.25,0.1605,1.612,3.1805,11.778245,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",1999,3,5.7,0.503,2.847,2.3615,18.18321,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",1999,3,4.25,0.1025,7.0745,4.5435,5.1838,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",1999,3,5.4,0.232,4.257666667,5.069,36.42990667,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",1999,3,4.55,0.1005,4.8915,3.1385,10.85228,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2000,3,9.9,0.141,5.705,3.285,8.76672,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2000,3,4.4,0.256,2.642,3.689,3.048,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2000,3,7.9,0.207,5.848,6.996,12.82784,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2000,3,5.9,0.175,2.145,4.969,2.30208,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2000,3,10.3,0.09,1.978,2.462,8.76672,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2000,3,10.5,0.658,5.039,2.855,17.552,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2000,3,9,0.1545,5.9665,4.8895,5.57584,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2000,3,9.5,0.225,3.808,5.2,26.17152,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2000,3,10.6,0.1635,5.3535,3.3735,36.4072,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2001,3,2.6,0.168,5.695,4.259,2.86314,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2001,3,0.1,0.109,1.511,6.643,2.3682,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2001,3,-0.1,0.181,4.077,6.59,4.76041,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2001,3,-0.1,0.057,1.37,5.878,3.27559,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2001,3,5.6,0.171,2.735,4.711,4.10049,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Maquotketa",2001,3,2.9,0.4335,8.4095,4.7995,4.18298,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2001,3,0,0.171,3.355,5.738,3.1931,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2001,3,2.95,0.2975,7.033,3.96,4.67792,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2002,3,0.3,0.063,5.374,2.97,1.49114,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2002,3,-0.1,0.108,1.511,4.723,3.78134,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2002,3,-0.2,0.057,4.641,4.164,8.51442,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2002,3,0,0.067,1.65,5.914,4.54474,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2002,3,0.7,0.112,1.574,2.798,7.75102,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2002,3,0.1,0.261,2.141,3.447,9.0488,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2002,3,3.35,0.11,7.4285,4.8635,4.35389,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2002,3,0,0.17,4.471,5.619,10.27024,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2002,3,4.4,0.1035,7.0895,3.561,10.53743,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2005,3,3.4,0.247,3.68,3.393,1.55631,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2005,3,2,0.568,3.355,3.394,2.40527,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2005,3,0.2,0.471,5.307,5.843,8.87859,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2005,3,-0.1,0.143,2.119,5.98,4.42155,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2005,3,9.4,0.122,1.46,2.97,52.91839,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2005,3,7.6,0.392,2.118,3.609,14.82131,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2005,3,3.7,0.272,6.898,5.227,2.51139,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2005,3,0.9,0.438,5.344,4.798,5.16439,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2005,3,3,0.138,5.992,4.914,2.93587,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2006,3,1.6,0.066,2.397,1.413,5.0921,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2006,3,0.3,0.093,1.631,5.689,2.5301,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2006,3,2.7,0.142,5.494,6.103,21.3608,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2006,3,3.9,0.115,1.64,6.107,4.1954,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2006,3,8.9,0.169,1.393,-0.06,22.5137,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2006,3,9.1,0.767,4.95,3.143,16.493,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2006,3,1.6,0.086,5.633,4.253,2.0177,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2006,3,4.3,0.127,4.258,3.86,7.2698,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2006,3,4.1,0.067,5.295,3.393,2.9144,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"BlackRiver",2007,3,-0.1,0.089,1.896,5.803,0.6145,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2007,3,-0.2,0.149,5.381,6.573,5.9033,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2007,3,0,0.076,1.944,5.831,1.3357,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2007,3,4.1,0.353,3.041,3.897,1.3357,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2007,3,6.3,0.508,2.444,3.045,7.7063,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2007,3,-0.2,0.317,6.912,5.013,2.6579,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2007,3,0,0.067,5.149,6.758,1.5761,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2007,3,-0.1,0.286,5.22,4.336,1.2155,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2008,3,-0.1,0.389,5.084,2.916,7.1337,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2008,3,1.35,0.15,1.8625,5.107,3.34391,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2008,3,0,0.115,5.05,5.375,9.4017,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2008,3,-0.2,0.06,1.979,6.175,1.7472,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2008,3,4.1,0.518,4.907,4.368,6.2832,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2008,3,5.8,0.282,1.999,2.721,15.0717,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2008,3,-0.1,0.847,5.831,2.636,7.1337,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2008,3,0.2,0.046,5.035,5.884,2.5977,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2008,3,0.2,0.414,4.661,2.584,3.1647,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2009,3,4.1,0.647,4.367,3.509,8.16712,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2009,3,-0.1,0.263,2.775,5.118,2.251,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2009,3,0.8,0.382,4.834,6.155,4.78648,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2009,3,0,0.193,2.513,5.495,5.20906,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2009,3,8.6,0.136,1.332,2.591,9.0874,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2009,3,4.9,0.485,4.428,4.185,8.1802,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2009,3,2.5,1.552,6.171,4.001,7.46282,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2009,3,1.6,0.093,4.848,5.918,2.67358,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2009,3,3.5,0.726,5.493,3.885,3.94132,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2010,3,5.3,0.556,5.12,2.964,55.14165,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2010,3,0.3,0.1,1.711,5.494,2.0701,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cuivre",2010,3,8.8,0.058,1.375,4.017,6.79075,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2010,3,9.9,0.225,1.746,3.041,17.8056,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2010,3,4.7,0.916,6.182,3.863,17.2334,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Wapsipinicon",2010,3,2.9,0.533,5.176,3.948,5.07415,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2011,3,4.1,0.197,4.427,4.57,2.10874,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2011,3,1.6,0.111,1.678,5.702,0.36161,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2011,3,1.6,0.104,5.441,8.301,1.47342,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2011,3,0,0.068,1.796,6.772,0.20278,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2011,3,7,0.334,2.321,4.778,1.94991,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2011,3,7.1,0.293,1.732,2.927,10.84439,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2011,3,4.2,0.391,7.747,5.641,1.79108,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2011,3,1.5,0.067,5.021,7.488,0.67927,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2011,3,4.1,0.287,7.743,5.18,1.94991,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2012,3,5.6,0.081,4.201,3.36,2.93089,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2012,3,5.3,0.122,1.895,5.573,3.08892,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2012,3,3,0.362,5.012,4.922,6.40755,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2012,3,4.5,0.066,2.165,6.264,3.08892,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2012,3,8.4,0.215,2.04,1.122,7.67179,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2012,3,8,0.409,2.746,2.874,6.72361,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2012,3,6.4,0.162,7.286,4.706,10.20027,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2012,3,2.6,0.107,4.416,6.387,8.30391,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2012,3,7.4,0.122,7.43,3.844,8.778,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2013,3,0.5,0.084,3.2,2.593,6.01091,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2013,3,0.1,0.084,1.941,5.65,2.54916,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2013,3,2,0.033,5.209,4.939,5.31856,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2013,3,0,0.056,1.936,6.1,4.62621,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2013,3,5.3,0.09,1.503,2.104,5.5955,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2013,3,4.3,0.337,2.655,3.19,6.84173,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2013,3,3.4,0.186,5.696,5.526,2.8261,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2013,3,1.5,0.032,4.643,6.721,3.37998,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2013,3,1,0.171,3.568,4.334,6.01091,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"BlackRiver",2014,3,0.3,0.084,2.142,6.066,NA,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2014,3,0.1,0.052,5.456,5.198,4.39855,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2014,3,0.1,0.053,1.818,6.154,1.10355,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2014,3,8.5,0.229,3.005,3.498,2.00944,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2014,3,7.7,0.347,2.248,2.364,6.56368,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2014,3,0.1,1.399,6.533,2.882,38.8313,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2014,3,0.3,0.038,5.008,6.962,0.11505,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2014,3,0,1.322,4.733,2.398,5.8813,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
